,用户编号, 电影ID, 电影名称, 电影连接, 用户状态, 用户评分,片名,连接,类型,国家,年份,主演,导演,编剧,片长,uid,group3_item_count,group5_item_count,group3_item_group_count
376,53,1305065,The Princess Diaries,http://movie.douban.com/subject/1305065/,看过,3,The Princess Diaries,http://movie.douban.com/subject/1305065/,喜剧、爱情、家庭,美国,2001,朱丽·安德鲁斯、安妮·海瑟薇、赫克托·埃里仲杜、希瑟·玛塔拉佐、曼迪·摩尔,盖瑞·马歇尔,Gina Wendkos、Meg Cabot,115 分钟,53,2,2,1.0
377,53,3240208,非常完美,http://movie.douban.com/subject/3240208/,看过,2,非常完美,http://movie.douban.com/subject/3240208/,喜剧、爱情,中国、韩国,2009,章子怡、范冰冰、何润东、苏志燮、姚晨、林心如、王姬,金依萌,金依萌,107 分钟,53,2,2,1.0
378,53,1303394,青蛇,http://movie.douban.com/subject/1303394/,想看,None,青蛇,http://movie.douban.com/subject/1303394/,剧情、奇幻、古装,香港,1993,张曼玉、王祖贤、赵文卓、吴兴国、马精武、田丰、刘洵,徐克,李碧华、徐克,99分钟,53,2,2,1.0
379,53,1308804,? ?? ?? ???,http://movie.douban.com/subject/1308804/,看过,2,? ?? ?? ???,http://movie.douban.com/subject/1308804/,爱情、剧情,韩国,2004,郑雨盛、孙艺珍、白钟学、Sun-jin Lee、Sang-gyu Park,李载汉,李载汉、Yeong-ha Kim,117分钟,53,2,2,1.0
380,53,1291835,Lost in Translation,http://movie.douban.com/subject/1291835/,想看,None,Lost in Translation,http://movie.douban.com/subject/1291835/,剧情、爱情,美国、日本,2003,斯嘉丽·约翰逊、比尔·默瑞、乔瓦尼·瑞比西、竹下明子、安娜·法瑞丝,索菲亚·科波拉,索菲亚·科波拉,102 分钟,53,2,2,1.0
381,53,1796939,デスノート the Last name,http://movie.douban.com/subject/1796939/,看过,3,デスノート the Last name,http://movie.douban.com/subject/1796939/,冒险、犯罪、剧情、悬疑、惊悚,日本,2006,藤原龙也、松山研一、户田惠梨香、细川茂树、濑户朝香、片濑那奈,金子修介,大石哲也、金子修介,141 分钟,53,2,2,1.0
382,53,1768351,デスノート,http://movie.douban.com/subject/1768351/,看过,4,デスノート,http://movie.douban.com/subject/1768351/,冒险、犯罪、剧情、悬疑,日本,2006,藤原龙也、松山研一、香椎由宇、濑户朝香、鹿贺丈史,金子修介,大石哲也、大場つぐみ、小畑健,126 分钟,53,2,2,1.0
383,53,1959877,崖の上のポニョ,http://movie.douban.com/subject/1959877/,看过,5,,,,,,,,,,53,2,2,1.0
384,53,3003830,恋空,http://movie.douban.com/subject/3003830/,看过,2,恋空,http://movie.douban.com/subject/3003830/,剧情、爱情,日本,2007,新垣结衣、三浦春马、小出惠介、香里奈、麻生祐未,今井夏木,渡边睦月,Japan: 129 分钟,53,2,2,1.0
385,53,4935011,うさぎドロップ,http://movie.douban.com/subject/4935011/,想看,None,うさぎドロップ,http://movie.douban.com/subject/4935011/,剧情、喜剧,日本,2011,芦田爱菜、松山研一、池胁千鹤、香里奈、风吹淳、木村了、中村梅雀、木泷麻由美、桐谷美玲、佐藤瑠生亮,萨布,宇仁田由美,113分钟,53,2,2,1.0
386,53,4117302,W.E.,http://movie.douban.com/subject/4117302/,想看,None,W.E.,http://movie.douban.com/subject/4117302/,剧情、爱情、历史,英国,2011,艾比·考尼什、詹姆斯·达西、安德丽亚·瑞斯波罗格、理查德·柯伊尔、奥斯卡·伊萨克、詹姆斯·福克斯、娜塔莉·多默尔、劳伦斯·福克斯,麦当娜,麦当娜、阿莱克·凯西西恩,119分钟,53,2,2,1.0
387,53,1297359,もののけ姫,http://movie.douban.com/subject/1297359/,看过,4,もののけ姫,http://movie.douban.com/subject/1297359/,动画、冒险、奇幻,日本,1997,松田洋治、石田百合子、田中裕子、森光子、西村雅彦、上条恒彦,宫崎骏,宫崎骏,134 分钟,53,2,2,1.0
388,53,1301753,The Lion King,http://movie.douban.com/subject/1301753/,看过,5,The Lion King,http://movie.douban.com/subject/1301753/,剧情、动画、歌舞、冒险,美国,1994,乔纳森·泰勒·托马斯、马修·布罗德里克、杰瑞米·艾恩斯、詹姆斯·厄尔·琼斯、莫伊拉·凯利、内森·连恩、尼基塔·卡兰姆、埃林·萨贝拉、乌比·戈德堡、罗温·艾金森,罗杰·阿勒斯、罗伯·明可夫,艾琳·梅琪、乔纳森·罗伯特 、琳达·伍尔芙顿,89 分钟,53,2,2,1.0
389,53,1293318,火垂るの墓,http://movie.douban.com/subject/1293318/,看过,4,火垂るの墓,http://movie.douban.com/subject/1293318/,动画、剧情、战争,日本,1988,辰己努、白石绫乃、志乃原良子、山口朱美、端田宏三,高畑勋,野坂昭如、高畑勋,89 分钟,53,2,2,1.0
390,53,1849031,The Pursuit of Happyness,http://movie.douban.com/subject/1849031/,看过,3,The Pursuit of Happyness,http://movie.douban.com/subject/1849031/,剧情、传记,美国,2006,威尔·史密斯、贾登·史密斯、坦迪·牛顿、布莱恩·豪威 、詹姆斯·凯伦、丹·卡斯泰兰尼塔、柯特·富勒、塔卡尤·费舍尔,加布里尔·穆奇诺,史帝文·康拉德,117分钟,53,2,2,1.0
391,53,1299131,The Godfather: Part Ⅱ,http://movie.douban.com/subject/1299131/,看过,3,The Godfather: Part Ⅱ,http://movie.douban.com/subject/1299131/,剧情、惊悚、犯罪,美国,1974,阿尔·帕西诺、罗伯特·杜瓦尔、黛安·基顿、罗伯特·德尼罗、约翰·凯泽尔、塔莉娅·夏尔、李·斯特拉斯伯格、迈克尔·V·格佐、G.D. Spradlin、理查德·布赖特、Gastone Moschin、Tom Rosqui、布鲁诺·柯比、Frank Sivero、Francesca De Sapio,弗朗西斯·福特·科波拉,马里奥·普佐、弗朗西斯·福特·科波拉,200 分钟,53,2,2,1.0
392,53,1291560,となりのトトロ,http://movie.douban.com/subject/1291560/,看过,5,となりのトトロ,http://movie.douban.com/subject/1291560/,动画、冒险、家庭、奇幻,日本,1988,日高法子、坂本千夏、岛本须美、北林谷荣、高木均,宫崎骏,宫崎骏,86 分钟,53,2,2,1.0
393,53,1469984,あらしのよるに,http://movie.douban.com/subject/1469984/,看过,4,あらしのよるに,http://movie.douban.com/subject/1469984/,动画,日本,2005,中村狮童、成宫宽贵、板东英二、Kaba.Chan、Hayashiya Shozo,杉井仪三郎,杉井仪三郎,110 分钟,53,2,2,1.0
394,53,1959195,ハチ公物語,http://movie.douban.com/subject/1959195/,想看,None,,,,,,,,,,53,2,2,1.0
395,53,1773216,Soldier's Girl,http://movie.douban.com/subject/1773216/,想看,None,Soldier's Girl,http://movie.douban.com/subject/1773216/,剧情、同性,美国、加拿大,2003,特洛伊·格雷提、李·佩斯、安德鲁·布劳尔、肖恩·海托西,弗兰克·皮尔森,罗恩·内斯万尼尔,112分钟,53,2,2,1.0
396,53,19961072,真夏の方程式,http://movie.douban.com/subject/19961072/,想看,None,真夏の方程式,http://movie.douban.com/subject/19961072/,剧情、悬疑,日本,2013,福山雅治、吉高由里子、北村一辉、杏、前田吟、风吹淳、白龙、盐见三省、山﨑光、西田尚美、田中哲司,西谷弘,福田靖、东野圭吾,129分钟,53,2,2,1.0
397,53,3523261,The Best Men,http://movie.douban.com/subject/3523261/,想看,None,The Best Men,http://movie.douban.com/subject/3523261/,剧情、短片、同性,美国,2007,Michael Ellison、Jason Yarusi,Tony Wei,Jesse Whitnall,USA: 14 分钟(original version),53,2,2,1.0
398,53,6985810,Jagten,http://movie.douban.com/subject/6985810/,想看,None,Jagten,http://movie.douban.com/subject/6985810/,剧情,丹麦,2012,麦斯·米科尔森、托玛斯·博·拉森、安妮卡?韦德科普、拉塞·福格尔斯特伦、苏西·沃德、Anne Louise Hassing、Lars Ranthe、亚历山德拉·拉帕波特,托马斯·温特伯格,托马斯·温特伯格、托比亚斯·林道赫姆,115分钟,53,2,2,1.0
399,53,1301359,ウォーターボーイズ,http://movie.douban.com/subject/1301359/,想看,None,ウォーターボーイズ,http://movie.douban.com/subject/1301359/,喜剧、运动,日本,2001,妻夫木聪、玉木宏、近藤公园、金子贵俊、平山绫、真锅香织、松永博史、杉浦太阳、竹中直人、柄本明、杉本哲太,矢口史靖,矢口史靖,90 分钟,53,2,2,1.0
400,53,10485526,Insidious: Chapter 2,http://movie.douban.com/subject/10485526/,想看,None,Insidious: Chapter 2,http://movie.douban.com/subject/10485526/,惊悚、恐怖,美国,2013,帕特里克·威尔森、罗丝·拜恩、泰·辛普金斯、林·沙烨、芭芭拉·赫希、Steve Coulter、雷·沃纳尔、安格斯·桑普森、Andrew Astor、汉克·哈里斯、乔赛琳·唐娜休、Lindsay Seim、丹尼尔·比苏蒂、Tyler Griffin、加雷特·瑞安,温子仁,雷·沃纳尔、温子仁,105分钟,53,2,2,1.0
401,53,5265471,Only Lovers Left Alive,http://movie.douban.com/subject/5265471/,想看,None,Only Lovers Left Alive,http://movie.douban.com/subject/5265471/,剧情、爱情、奇幻、恐怖,德国、美国、英国、法国、塞浦路斯,2013,蒂尔达·斯文顿、汤姆·希德勒斯顿、米娅·华希科沃斯卡、约翰·赫特、安东·叶利钦,吉姆·贾木许,吉姆·贾木许,122分钟,53,2,2,1.0
402,53,4896894,Stoker,http://movie.douban.com/subject/4896894/,想看,None,Stoker,http://movie.douban.com/subject/4896894/,剧情、悬疑、惊悚,美国、英国,2013,米娅·华希科沃斯卡、妮可·基德曼、马修·古迪、德蒙特·莫罗尼、卢卡斯·提尔、阿尔登·埃伦瑞奇、杰基·韦佛,朴赞郁,文特沃斯·米勒,99分钟,53,2,2,1.0
403,53,11510624,全民目击,http://movie.douban.com/subject/11510624/,看过,2,全民目击,http://movie.douban.com/subject/11510624/,犯罪、悬疑,中国大陆,2013,孙红雷、余男、郭富城、邓家佳、赵立新、佟丽娅、倪虹洁、陈思诚、周韦彤、廖晓琴、谭松韵,非行,非行,119分钟,53,2,2,1.0
404,53,6887029,Inside Llewyn Davis,http://movie.douban.com/subject/6887029/,想看,None,Inside Llewyn Davis,http://movie.douban.com/subject/6887029/,剧情、音乐,美国、法国,2013,奥斯卡·伊萨克、凯瑞·穆里根、约翰·古德曼、加内特·赫德兰、F·默里·亚伯拉罕、贾斯汀·汀布莱克、斯塔克·桑德斯、亚当·德利弗,乔尔·科恩、伊桑·科恩,乔尔·科恩、伊桑·科恩,105分钟,53,2,2,1.0
405,53,4196227,Just Go with It,http://movie.douban.com/subject/4196227/,看过,3,Just Go with It,http://movie.douban.com/subject/4196227/,喜剧、爱情,美国,2011,亚当·桑德勒、詹妮弗·安妮斯顿、布鲁克琳·黛克、格里芬·格鲁克、拜莉·麦迪逊、妮可·基德曼、戴夫·马休斯、尼克·斯旺森、安迪·罗迪克,丹尼斯·杜根,阿兰·里布,117分钟,53,2,2,1.0
406,53,6517421,Now You See Me,http://movie.douban.com/subject/6517421/,看过,4,Now You See Me,http://movie.douban.com/subject/6517421/,犯罪、悬疑、奇幻,美国、法国,2013,杰西·艾森伯格、艾拉·菲舍尔、伍迪·哈里森、戴夫·弗兰科、马克·鲁弗洛、梅拉尼·罗兰、摩根·弗里曼、迈克尔·凯恩、迈克尔·凯利,路易斯·莱特里尔,鲍兹·亚金、爱德华·里科、艾德·索罗门,115分钟,53,2,2,1.0
407,53,1307690,顽主,http://movie.douban.com/subject/1307690/,想看,None,顽主,http://movie.douban.com/subject/1307690/,剧情、喜剧,中国,1988,葛优、张国立、梁天、马晓晴、潘虹,米家山,米家山、王朔,110分钟,53,2,2,1.0
408,53,1292625,The Wizard of Oz,http://movie.douban.com/subject/1292625/,看过,4,The Wizard of Oz,http://movie.douban.com/subject/1292625/,歌舞、奇幻、冒险,美国,1939,朱迪·加兰、弗兰克·摩根、雷·博尔格、伯特·拉尔、杰克·黑利、碧莉·伯克、玛格丽特·哈米尔顿,维克多·弗莱明,诺埃尔·兰利、Florence Ryerson、Edgar Allan Woolf,101分钟,53,2,2,1.0
409,53,1300374,The Green Mile,http://movie.douban.com/subject/1300374/,想看,None,The Green Mile,http://movie.douban.com/subject/1300374/,犯罪、剧情、奇幻、悬疑,美国,1999,汤姆·汉克斯、大卫·摩斯、迈克·克拉克·邓肯、詹姆斯·克伦威尔、迈克尔·杰特、山姆·洛克威尔,弗兰克·德拉邦特,弗兰克·德拉邦特、斯蒂芬·金,189 分钟,53,2,2,1.0
410,53,1294408,The Sound of Music,http://movie.douban.com/subject/1294408/,看过,4,The Sound of Music,http://movie.douban.com/subject/1294408/,剧情、爱情、歌舞、家庭、传记,美国,1965,朱丽·安德鲁斯、克里斯托弗·普卢默、理查德·海顿、安吉拉·卡特怀特、尼古拉斯·哈蒙德、埃琳诺·帕克,罗伯特·怀斯,恩斯特·莱赫曼,174 分钟,53,2,2,1.0
411,53,1299080,Rear Window,http://movie.douban.com/subject/1299080/,看过,3,Rear Window,http://movie.douban.com/subject/1299080/,悬疑、惊悚,美国,1954,詹姆斯·斯图尔特、格蕾丝·凯利、温戴尔·柯瑞、瑟尔玛·瑞特、雷蒙德·布尔,阿尔弗雷德·希区柯克,康奈尔·伍尔里奇、约翰·迈克尔·海耶斯,112 分钟,53,2,2,1.0
412,53,1303246,Phone Booth,http://movie.douban.com/subject/1303246/,看过,4,Phone Booth,http://movie.douban.com/subject/1303246/,悬疑、惊悚,美国,2002,柯林·法瑞尔、基弗·萨瑟兰、福里斯特·惠特克、拉妲·米契尔、凯蒂·霍尔姆斯,乔·舒马赫,拉里·柯恩,81分钟,53,2,2,1.0
413,53,2357719,名探偵コナン 戦慄の楽譜,http://movie.douban.com/subject/2357719/,看过,2,名探偵コナン 戦慄の楽譜,http://movie.douban.com/subject/2357719/,动画、悬疑,日本,2008,高山南、山崎和佳奈、神谷明、山口胜平、林原惠美,山本泰一郎,古内一成,116 分钟,53,2,2,1.0
414,53,5153329,名探偵コナン 天空の難破船,http://movie.douban.com/subject/5153329/,看过,3,名探偵コナン 天空の難破船,http://movie.douban.com/subject/5153329/,动作、动画、悬疑,日本,2010,高山南、山崎和佳奈、小山力也、林原惠美、山口胜平、大桥望美,山本泰一郎,古内一成、青山刚昌,102分钟,53,2,2,1.0
415,53,3387546,名探偵コナン 漆黒の追跡者,http://movie.douban.com/subject/3387546/,看过,3,名探偵コナン 漆黒の追跡者,http://movie.douban.com/subject/3387546/,动画、悬疑,日本,2009,高山南、山崎和佳奈、神谷明、林原惠美、山口胜平,山本泰一郎,古内一成,Germany: 107 分钟,53,2,2,1.0
416,53,10438691,Side Effects,http://movie.douban.com/subject/10438691/,想看,None,Side Effects,http://movie.douban.com/subject/10438691/,剧情、惊悚、犯罪,美国,2013,裘德·洛、鲁妮·玛拉、查宁·塔图姆、凯瑟琳·泽塔-琼斯、凡妮莎·肖、马琳·爱尔兰、波利·德雷珀、哈拉尔多·阿尔瓦雷斯、詹姆斯·马丁内斯、大卫·科斯塔贝尔、麦米·古默,史蒂文·索德伯格,斯科特·Z·本恩斯,106分钟,53,2,2,1.0
417,53,1857099,No Country for Old Men,http://movie.douban.com/subject/1857099/,看过,3,No Country for Old Men,http://movie.douban.com/subject/1857099/,犯罪、剧情、惊悚,美国,2007,汤米·李·琼斯、哈维尔·巴登、乔什·布洛林、凯莉·麦克唐纳、伍迪·哈里森、加瑞特·迪拉胡特、泰丝·哈珀、巴里·柯宾、斯蒂芬·鲁特、Rodger Boyce、贝丝·格兰特、Kit Gwin,伊桑·科恩、乔尔·科恩,乔尔·科恩、伊桑·科恩、考麦克·麦卡锡,122 分钟,53,2,2,1.0
418,53,1304609,東宮西宮,http://movie.douban.com/subject/1304609/,想看,None,東宮西宮,http://movie.douban.com/subject/1304609/,剧情、同性,中国,1996,胡军、司汗、赵薇,张元,王小波、张元,90 分钟,53,2,2,1.0
419,53,1870044,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,http://movie.douban.com/subject/1870044/,想看,None,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,http://movie.douban.com/subject/1870044/,喜剧,美国,2006,萨莎·拜伦·科恩、帕米拉·安德森、肯·戴维蒂安、 路奈尔·坎贝尔,拉里·查尔斯,萨莎·拜伦·科恩、Anthony Hines、彼得·贝恩汉姆、丹·马泽,84 分钟,53,2,2,1.0
420,53,1308995,Hide and Seek,http://movie.douban.com/subject/1308995/,看过,3,Hide and Seek,http://movie.douban.com/subject/1308995/,恐怖、悬疑、惊悚,美国,2005,罗伯特·德尼罗、达科塔·范宁、法米克·詹森、伊丽莎白·苏、艾米·欧文,约翰·波尔森,Ari Schlossberg,101 分钟,53,2,2,1.0
421,53,1309160,The Machinist,http://movie.douban.com/subject/1309160/,看过,3,The Machinist,http://movie.douban.com/subject/1309160/,剧情、悬疑、惊悚,西班牙,2004,克里斯蒂安·贝尔、詹妮弗·杰森·李、埃塔娜·桑切斯-吉永、John Sharian,布拉德·安德森,Scott Kosar,101分钟,53,2,2,1.0
422,53,3075287,Source Code,http://movie.douban.com/subject/3075287/,看过,4,Source Code,http://movie.douban.com/subject/3075287/,剧情、动作、科幻、惊悚,法国、美国,2011,杰克·吉伦哈尔、维拉·法米加、米歇尔·莫娜汉、杰弗里·怀特、拉塞尔·皮特斯、詹姆斯·A·伍兹、迈克尔·阿登、乔·柯布登 、卡斯·安瓦尔,邓肯·琼斯,本·雷普利,93分钟,53,2,2,1.0
423,53,3233761,The Hangover,http://movie.douban.com/subject/3233761/,想看,None,The Hangover,http://movie.douban.com/subject/3233761/,喜剧,美国,2009,布莱德利·库珀、艾德·赫尔姆斯、扎克·加利凡纳基斯、贾斯汀·巴萨、海瑟·格拉汉姆、萨莎·巴瑞斯、杰弗里·塔伯、郑肯、迈克·泰森,托德·菲利普斯,Jon Lucas、Scott Moore,100 分钟,53,2,2,1.0
424,53,1294240,The Godfather: Part III,http://movie.douban.com/subject/1294240/,看过,3,The Godfather: Part III,http://movie.douban.com/subject/1294240/,犯罪、剧情、悬疑、惊悚,美国,1990,阿尔·帕西诺、黛安·基顿、塔莉娅·夏尔、安迪·加西亚、埃里·瓦拉赫、索菲亚·科波拉、布里吉特·芳达、乔·曼特纳,弗朗西斯·福特·科波拉,马里奥·普佐、弗朗西斯·福特·科波拉,162 分钟,53,2,2,1.0
425,53,1298624,Scent of a Woman,http://movie.douban.com/subject/1298624/,看过,5,Scent of a Woman,http://movie.douban.com/subject/1298624/,剧情,美国,1992,阿尔·帕西诺、克里斯·奥唐纳、詹姆斯·瑞布霍恩、加布里埃尔·安瓦尔、菲利普·塞默·霍夫曼,马丁·布莱斯,博·古德曼、乔瓦尼·阿尔皮诺,157 分钟,53,2,2,1.0
426,53,1302090,逃學威龍,http://movie.douban.com/subject/1302090/,看过,3,逃學威龍,http://movie.douban.com/subject/1302090/,喜剧,香港,1991,周星驰、张敏、吴孟达、张耀扬、黄一山、秦沛、苑琼丹、陈国新,陈嘉上,陈嘉上、黄炳耀,100分钟,53,2,2,1.0
427,53,1299680,整蠱專家,http://movie.douban.com/subject/1299680/,看过,4,整蠱專家,http://movie.douban.com/subject/1299680/,喜剧、爱情,香港,1991,刘德华、周星驰、关之琳、邱淑贞、吴孟达、李子雄、王晶、成奎安、程东,王晶,王晶,110 分钟,53,2,2,1.0
428,53,4798888,Front of the Class,http://movie.douban.com/subject/4798888/,看过,2,Front of the Class,http://movie.douban.com/subject/4798888/,剧情、传记,美国,2008,詹姆斯·沃克、特里特·威廉斯、多米尼克·斯科特·凯伊、莎拉·德鲁、凯瑟琳·约克、Joe Chrest、帕翠西亚·希顿、Nicholas Stargel、Charles Henry Wyson,彼得·沃纳,Thomas Rickman、Brad Cohen、Lisa Wysocky,98分钟,53,2,2,1.0
429,53,2046839,Frequently Asked Questions About Time Travel,http://movie.douban.com/subject/2046839/,想看,None,Frequently Asked Questions About Time Travel,http://movie.douban.com/subject/2046839/,喜剧、科幻,英国,2009,安娜·法瑞丝、克里斯·奥多德、马克·伍顿、Dean Lennox Kelly、John Warman,嘉瑞斯·贾里维克,Johanna Mathieson,83分钟,53,2,2,1.0
430,53,4924142,In Time,http://movie.douban.com/subject/4924142/,看过,3,In Time,http://movie.douban.com/subject/4924142/,动作、科幻,美国,2011,阿曼达·塞弗里德、贾斯汀·汀布莱克、基利安·墨菲、文森特·卡塞瑟、亚历克斯·帕蒂弗、约翰尼·盖尔克奇、奥利维亚·王尔德、马修·波莫、sasha pivovarova,安德鲁·尼科尔,安德鲁·尼科尔,109分钟,53,2,2,1.0
431,53,1306512,Hearts in Atlantis,http://movie.douban.com/subject/1306512/,想看,None,Hearts in Atlantis,http://movie.douban.com/subject/1306512/,剧情、悬疑、惊悚,美国、澳大利亚,2001,安东尼·霍普金斯、安东·叶利钦、霍普·戴维斯、大卫·摩斯、艾伦·图代克、汤姆·鲍尔、西利亚·维斯顿,斯科特·希克斯,威廉姆·高德曼,101 分钟,53,2,2,1.0
432,53,1308747,手机,http://movie.douban.com/subject/1308747/,看过,4,手机,http://movie.douban.com/subject/1308747/,剧情、喜剧、家庭,中国大陆,2003,张国立、葛优、范冰冰、徐帆、韩童生、黄素影、杨欣,冯小刚,刘震云,107 分钟,53,2,2,1.0
433,53,10604486,不二神探,http://movie.douban.com/subject/10604486/,看过,2,不二神探,http://movie.douban.com/subject/10604486/,喜剧、动作、犯罪,中国大陆,2013,文章、李连杰、刘诗诗、陈妍希、柳岩、马伊琍、黄晓明、佟大为、冯德伦、吴京、邹兆龙、郑嘉颖、梁小龙、谢天华、张梓琳、邓丽欣、田亮、方力申、梁家仁、林雪、何超仪、林峰,王子鸣,张炭,98分钟,53,2,2,1.0
434,53,5308265,西遊降魔篇,http://movie.douban.com/subject/5308265/,看过,3,西遊降魔篇,http://movie.douban.com/subject/5308265/,喜剧、奇幻、冒险,中国大陆、香港,2013,文章、舒淇、黄渤、罗志祥、李尚正、陈炳强、赵志凌、周秀娜、杨迪、释行宇、冯勉恒、谢晶晶、何文辉、唐艺昕、卢正雨、张煜雯、葛行于、张超理、程思寒,周星驰、郭子健,周星驰、郭子健、霍昕、王芸、冯志强、卢正雨、李尚正、江玉仪,110分钟,53,2,2,1.0
435,53,1297223,鹿鼎記,http://movie.douban.com/subject/1297223/,看过,3,鹿鼎記,http://movie.douban.com/subject/1297223/,动作、喜剧,香港,1992,周星驰、张敏、吴孟达、吴君如、邱淑贞、刘松仁、陈百祥、袁洁莹、温兆伦、徐锦江、陈德容,王晶,王晶,106 分钟,53,2,2,1.0
436,53,1783457,Kung Fu Panda,http://movie.douban.com/subject/1783457/,看过,4,Kung Fu Panda,http://movie.douban.com/subject/1783457/,喜剧、动作、动画、冒险,美国,2008,杰克·布莱克、达斯汀·霍夫曼、安吉丽娜·朱莉、大卫·克罗斯、塞斯·罗根、成龙、刘玉玲、伊恩·麦柯肖恩、兰德尔·杜克·金,马克·奥斯本、约翰·斯蒂文森,乔纳森·阿贝尔、格伦·伯杰、伊森·瑞弗、塞卢斯·沃瑞斯,92分钟,53,2,2,1.0
437,53,1307542,Matchstick Men,http://movie.douban.com/subject/1307542/,看过,3,Matchstick Men,http://movie.douban.com/subject/1307542/,喜剧、剧情、犯罪、惊悚,美国,2003,尼古拉斯·凯奇、山姆·洛克威尔、艾莉森·洛曼、布鲁斯·奥尔特曼,雷德利·斯科特,Nicholas Griffin、泰德·格里芬,116 分钟,53,2,2,1.0
438,53,1308480,那时花开,http://movie.douban.com/subject/1308480/,看过,3,那时花开,http://movie.douban.com/subject/1308480/,爱情,中国大陆,2002,朴树、夏雨、周迅、李明、舒耀宣、田震,高晓松,高晓松,90分钟,53,2,2,1.0
439,53,3094580,La habitación de Fermat,http://movie.douban.com/subject/3094580/,看过,2,La habitación de Fermat,http://movie.douban.com/subject/3094580/,悬疑、惊悚,西班牙,2007,路易斯·奥马、阿雷胡·苏拉斯、伊莲娜·巴雷斯特罗斯、桑提·米兰、费德里科·路皮,路易斯·佩德拉希塔、罗德里格·索佩纳,路易斯·佩德拉希塔、罗德里格·索佩纳,88 分钟,53,2,2,1.0
440,53,1300613,Groundhog Day,http://movie.douban.com/subject/1300613/,想看,None,Groundhog Day,http://movie.douban.com/subject/1300613/,剧情、喜剧、爱情、奇幻,美国,1993,比尔·默瑞、安迪·麦克道威尔、克里斯·艾略特、斯蒂芬·托布罗斯基,哈罗德·雷米斯,Danny Rubin、哈罗德·雷米斯,101分钟,53,2,2,1.0
441,53,1315316,The Departed,http://movie.douban.com/subject/1315316/,想看,None,The Departed,http://movie.douban.com/subject/1315316/,犯罪、剧情、惊悚,美国、香港,2006,莱昂纳多·迪卡普里奥、马特·达蒙、杰克·尼科尔森、马克·沃尔伯格、维拉·法米加、雷·温斯顿、马丁·辛、亚历克·鲍德温,马丁·斯科塞斯,威廉·莫纳汉,151 分钟,53,2,2,1.0
442,53,1297018,Bruce Almighty,http://movie.douban.com/subject/1297018/,看过,3,Bruce Almighty,http://movie.douban.com/subject/1297018/,喜剧、剧情、奇幻,美国,2003,金·凯瑞、摩根·弗里曼、詹妮弗·安妮斯顿、菲利浦·贝克·霍尔、凯瑟琳·贝尔、史蒂夫·卡瑞尔、诺拉·邓恩,汤姆·沙迪亚克,Steve Koren、Mark O'Keefe、史蒂夫·欧德科克,101 分钟,53,2,2,1.0
443,53,1292229,Natural Born Killers,http://movie.douban.com/subject/1292229/,想看,None,Natural Born Killers,http://movie.douban.com/subject/1292229/,动作、犯罪、剧情、爱情、惊悚,美国,1994,伍迪·哈里森、朱丽叶特·刘易斯、汤姆·塞兹摩尔、汤米·李·琼斯、小罗伯特·唐尼,奥利佛·斯通,戴维·韦罗兹、理查德·卢特考斯基、奥利佛·斯通、昆汀·塔伦蒂诺,118分钟,53,2,2,1.0
444,53,1303815,Tais-toi!,http://movie.douban.com/subject/1303815/,想看,None,Tais-toi!,http://movie.douban.com/subject/1303815/,喜剧、犯罪,法国、意大利,2003,杰拉尔·德帕迪约、让·雷诺、理查德·贝里、安德烈·杜索里埃、让-皮埃尔·马洛、Jean-Michel Noirey、洛朗·加默隆、奥雷利安·雷克因、Vincent Moscato、Ticky Holgado、米歇尔·奥蒙特、蕾奥娜·维埃拉、Edgar Givry,法兰西斯·威柏,法兰西斯·威柏,85 分钟,53,2,2,1.0
445,53,1293181,Psycho,http://movie.douban.com/subject/1293181/,看过,5,Psycho,http://movie.douban.com/subject/1293181/,悬疑、惊悚、恐怖,美国,1960,珍妮特·利、安东尼·博金斯、维拉·迈尔斯、马丁·鲍尔萨姆、约翰·加文,阿尔弗雷德·希区柯克,约瑟夫·斯蒂凡诺、罗伯特·布洛克,109分钟,53,2,2,1.0
446,53,1292214,The Usual Suspects,http://movie.douban.com/subject/1292214/,想看,None,The Usual Suspects,http://movie.douban.com/subject/1292214/,犯罪、悬疑、惊悚,德国、美国,1995,凯文·史派西、史蒂芬·鲍德温、加布里埃尔·伯恩、本尼西奥·德尔·托罗、凯文·波拉克,布莱恩·辛格,Christopher McQuarrie,106分钟,53,2,2,1.0
447,53,1432180,Stay,http://movie.douban.com/subject/1432180/,想看,None,Stay,http://movie.douban.com/subject/1432180/,剧情、悬疑、惊悚,美国,2005,伊万·麦克格雷格、娜奥米·沃茨、瑞恩·高斯林、鲍勃·霍斯金斯、凯特·伯顿,马克·福斯特,戴维·贝尼奥夫,99 分钟,53,2,2,1.0
448,53,1305487,Catch Me If You Can,http://movie.douban.com/subject/1305487/,看过,5,Catch Me If You Can,http://movie.douban.com/subject/1305487/,传记、犯罪、剧情,美国,2002,莱昂纳多·迪卡普里奥、汤姆·汉克斯、克里斯托弗·沃肯、马丁·辛、艾米·亚当斯、詹妮弗·加纳、伊丽莎白·班克斯、纳塔莉·贝伊、詹姆斯·布洛林、艾伦·旁派、Nancy Lenehan、布莱恩·豪威 、弗兰克·约翰·休斯、Chris Ellis,史蒂文·斯皮尔伯格,杰夫·内桑森,141 分钟,53,2,2,1.0
